Date,TransactionID,Product,Revenue,Expenses
2024-01-08,TX1027,Elastic VPS Compute Instance,1240.89,862.23
2024-01-08,TX1027,Managed Database Storage,949.05,637.06
2024-01-08,TX1028,Elastic VPS Compute Instance,1230.88,733.23
2024-01-08,TX1028,Managed Database Storage,930.0,525.13
2024-01-09,TX1029,Consulting Implementation Package,3674.34,2398.0
2024-01-09,TX1030,Security Firewall Shield,1599.03,985.04
2024-01-09,TX1031,Elastic VPS Compute Instance,537.51,305.47
2024-01-09,TX1031,Managed Database Storage,340.21,212.39
2024-01-09,TX1032,Consulting Implementation Package,3650.17,2026.42
2024-01-10,TX1033,Security Firewall Shield,2532.86,1738.55
2024-01-10,TX1034,Elastic VPS Compute Instance,974.31,573.69
2024-01-10,TX1035,AI Marketing Agent,2181.87,1416.86
2024-01-10,TX1036,Security Firewall Shield,2686.27,1603.05
2024-01-10,TX1037,Serverless GPU Cluster,5245.9,3294.48
2024-01-11,TX1038,Security Firewall Shield,11972.62,7566.77
2024-01-11,TX1039,Managed Database Storage,2693.77,1556.27
2024-01-12,TX1040,Managed Database Storage,1018.67,708.42
2024-01-12,TX1041,CRM Enterprise Suite,6402.46,4265.77
2024-01-12,TX1041,Support Premium SLA,2422.27,1673.61
2024-01-12,TX1042,AI Marketing Agent,3566.39,2440.21
2024-01-12,TX1043,Security Firewall Shield,3802.78,2432.58
2024-01-13,TX1044,CRM Enterprise Suite,5803.94,3994.74
2024-01-13,TX1045,Elastic VPS Compute Instance,1266.53,713.4
2024-01-13,TX1045,Managed Database Storage,906.19,525.04
2024-01-13,TX1046,AI Marketing Agent,3218.83,1792.19
2024-01-13,TX1047,Managed Database Storage,925.32,554.08
2024-01-13,TX1048,AI Marketing Agent,3359.94,2043.86
2024-01-14,TX1049,Support Premium SLA,1316.42,777.61
2024-01-14,TX1050,CRM Enterprise Suite,3993.22,2692.67
2024-01-14,TX1050,Support Premium SLA,1361.78,821.85
2024-01-14,TX1051,Consulting Implementation Package,7216.2,4273.0
2024-01-15,TX1052,Consulting Implementation Package,6103.92,3854.04
2024-01-15,TX1053,Security Firewall Shield,2280.07,1302.24
2024-01-15,TX1054,BI Analytics Platform,2678.85,1795.71
2024-01-15,TX1055,AI Marketing Agent,1774.48,995.81
2024-01-16,TX1056,Serverless GPU Cluster,10798.4,7537.64
2024-01-16,TX1057,AI Marketing Agent,4819.76,3209.17
2024-01-17,TX1058,AI Marketing Agent,8113.09,4704.03
2024-01-17,TX1059,Elastic VPS Compute Instance,3179.22,1751.2
2024-01-17,TX1060,Elastic VPS Compute Instance,3061.1,2058.04
2024-01-17,TX1060,Managed Database Storage,2587.07,1697.19
2024-01-18,TX1061,Serverless GPU Cluster,14334.12,9451.22
2024-01-18,TX1062,Managed Database Storage,1928.65,1283.88
2024-01-19,TX1063,Support Premium SLA,1168.74,655.79
2024-01-19,TX1064,CRM Enterprise Suite,3386.15,2044.46
2024-01-19,TX1065,Serverless GPU Cluster,4100.31,2326.44
2024-01-19,TX1065,Security Firewall Shield,1951.74,1326.14
2024-01-19,TX1066,BI Analytics Platform,2502.86,1610.58
2024-01-19,TX1067,AI Marketing Agent,1479.89,887.39
2024-01-20,TX1068,CRM Enterprise Suite,4069.39,2276.96
2024-01-20,TX1068,Support Premium SLA,1486.05,886.65
2024-01-20,TX1068,Consulting Implementation Package,7062.03,4228.58
2024-01-20,TX1069,Security Firewall Shield,2779.91,1833.19
2024-01-21,TX1070,Consulting Implementation Package,5138.84,3317.81
2024-01-21,TX1071,Managed Database Storage,454.69,310.59
2024-01-21,TX1072,Serverless GPU Cluster,3700.19,2297.2
2024-01-21,TX1072,Security Firewall Shield,2010.69,1141.95
2024-01-21,TX1073,Managed Database Storage,495.2,325.34
2024-01-22,TX1074,Managed Database Storage,2157.89,1433.09
2024-01-22,TX1075,Elastic VPS Compute Instance,2931.07,1858.86
2024-01-22,TX1075,Managed Database Storage,2352.1,1565.66
2024-01-22,TX1076,Security Firewall Shield,8261.53,5155.77
2024-01-23,TX1077,AI Marketing Agent,2527.28,1588.17
2024-01-23,TX1078,Consulting Implementation Package,7552.2,4638.04
2024-01-23,TX1079,Consulting Implementation Package,7383.63,4089.15
2024-01-24,TX1080,Serverless GPU Cluster,3797.48,2150.07
2024-01-24,TX1080,Security Firewall Shield,1952.15,1082.89
2024-01-24,TX1081,CRM Enterprise Suite,3053.63,1971.0
2024-01-24,TX1081,Support Premium SLA,1020.38,609.32
2024-01-24,TX1081,Consulting Implementation Package,4824.66,3021.62
2024-01-25,TX1082,Serverless GPU Cluster,3571.78,2450.72
2024-01-25,TX1082,Security Firewall Shield,1950.12,1145.49
2024-01-25,TX1083,Security Firewall Shield,1942.78,1188.12
2024-01-25,TX1084,CRM Enterprise Suite,2816.25,1868.11
2024-01-25,TX1085,Consulting Implementation Package,4831.83,2823.33
2024-01-26,TX1086,BI Analytics Platform,9545.14,5360.04
2024-01-26,TX1086,AI Marketing Agent,5945.31,3528.32
2024-01-26,TX1087,Managed Database Storage,1885.46,1082.6
2024-01-27,TX1088,AI Marketing Agent,1815.67,1251.82
2024-01-27,TX1089,Elastic VPS Compute Instance,692.91,465.09
2024-01-27,TX1089,Managed Database Storage,573.16,369.69
2024-01-27,TX1090,Managed Database Storage,519.49,353.63
2024-01-27,TX1091,Elastic VPS Compute Instance,702.52,471.08
2024-01-27,TX1091,Managed Database Storage,472.45,273.07
2024-01-27,TX1092,CRM Enterprise Suite,3176.22,2172.17
2024-01-27,TX1092,Support Premium SLA,1064.32,671.48
2024-01-27,TX1092,Consulting Implementation Package,6027.88,4045.41
2024-01-28,TX1093,Support Premium SLA,2005.07,1372.3
2024-01-28,TX1094,Elastic VPS Compute Instance,1486.07,888.22
2024-01-28,TX1094,Managed Database Storage,913.03,517.24
2024-01-28,TX1095,BI Analytics Platform,5308.66,3101.27
2024-01-28,TX1096,BI Analytics Platform,5099.24,3131.27
2024-01-28,TX1096,AI Marketing Agent,3576.83,2406.14
2024-01-29,TX1097,Elastic VPS Compute Instance,1045.29,709.87
2024-01-29,TX1098,Serverless GPU Cluster,6117.45,3370.98
2024-01-29,TX1099,Consulting Implementation Package,8760.68,5489.55
2024-01-30,TX1100,Elastic VPS Compute Instance,772.49,473.24
2024-01-30,TX1100,Managed Database Storage,566.38,330.38
2024-01-30,TX1101,CRM Enterprise Suite,3577.3,2031.83
2024-01-30,TX1101,Support Premium SLA,1181.7,709.78
2024-01-30,TX1101,Consulting Implementation Package,6550.06,4528.95
2024-01-30,TX1102,BI Analytics Platform,2989.82,1789.35
2024-01-30,TX1102,AI Marketing Agent,1729.29,1085.68
2024-01-31,TX1103,Managed Database Storage,645.92,423.37
2024-01-31,TX1104,Security Firewall Shield,2845.67,1720.33
2024-01-31,TX1105,Security Firewall Shield,3137.17,2182.74
2024-01-31,TX1106,Elastic VPS Compute Instance,1018.82,707.44
2024-01-31,TX1106,Managed Database Storage,676.3,397.51
2024-01-31,TX1107,BI Analytics Platform,3856.94,2409.0
2024-01-31,TX1107,AI Marketing Agent,2413.7,1436.47
2024-02-01,TX1108,BI Analytics Platform,2075.08,1229.95
2024-02-01,TX1108,AI Marketing Agent,1404.0,779.97
2024-02-01,TX1109,CRM Enterprise Suite,2874.81,1844.0
2024-02-01,TX1109,Support Premium SLA,953.69,596.44
2024-02-01,TX1109,Consulting Implementation Package,4508.09,2514.26
2024-02-01,TX1110,Consulting Implementation Package,4660.01,2757.78
2024-02-02,TX1111,Consulting Implementation Package,12161.24,8345.53
2024-02-02,TX1112,Support Premium SLA,2854.55,1672.58
2024-02-02,TX1113,AI Marketing Agent,3859.76,2206.76
2024-02-03,TX1114,Serverless GPU Cluster,2676.99,1668.88
2024-02-03,TX1114,Security Firewall Shield,1327.2,926.18
2024-02-03,TX1115,CRM Enterprise Suite,1870.58,1096.74
2024-02-03,TX1115,Support Premium SLA,627.0,408.06
2024-02-03,TX1116,CRM Enterprise Suite,2160.47,1435.08
2024-02-03,TX1116,Support Premium SLA,691.98,405.26
2024-02-03,TX1116,Consulting Implementation Package,3558.68,2346.0
2024-02-04,TX1117,Serverless GPU Cluster,4668.06,2824.96
2024-02-04,TX1118,AI Marketing Agent,1713.65,1105.04
2024-02-04,TX1119,CRM Enterprise Suite,4117.22,2655.73
2024-02-04,TX1119,Support Premium SLA,1162.81,733.0
2024-02-04,TX1120,Consulting Implementation Package,6209.43,3499.28
2024-02-04,TX1121,Managed Database Storage,610.11,412.0
2024-02-05,TX1122,Managed Database Storage,973.39,582.2
2024-02-05,TX1123,Security Firewall Shield,4082.92,2359.84
2024-02-05,TX1124,Elastic VPS Compute Instance,1386.27,770.93
2024-02-05,TX1124,Managed Database Storage,974.48,622.34
2024-02-05,TX1125,Security Firewall Shield,4082.01,2659.98
2024-02-06,TX1126,Support Premium SLA,1221.99,675.14
2024-02-06,TX1127,CRM Enterprise Suite,3586.02,2247.77
2024-02-06,TX1127,Support Premium SLA,1104.87,645.22
2024-02-06,TX1127,Consulting Implementation Package,5321.76,3441.99
2024-02-06,TX1128,Serverless GPU Cluster,4233.88,2439.37
2024-02-07,TX1129,Managed Database Storage,564.29,368.84
2024-02-07,TX1130,Managed Database Storage,593.34,360.76
2024-02-07,TX1131,Elastic VPS Compute Instance,809.11,558.7
2024-02-07,TX1131,Managed Database Storage,542.72,309.69
2024-02-07,TX1132,Serverless GPU Cluster,5027.73,3022.47
2024-02-07,TX1132,Security Firewall Shield,2340.53,1327.13
2024-02-07,TX1133,Serverless GPU Cluster,4874.47,3357.07
2024-02-07,TX1133,Security Firewall Shield,2285.25,1557.63
2024-02-08,TX1134,Consulting Implementation Package,4531.32,2667.55
2024-02-08,TX1135,Support Premium SLA,892.21,579.04
2024-02-08,TX1136,BI Analytics Platform,2196.88,1477.58
2024-02-08,TX1136,AI Marketing Agent,1417.08,897.41
2024-02-08,TX1137,Consulting Implementation Package,5155.19,3244.92
2024-02-08,TX1138,Managed Database Storage,450.68,264.22
2024-02-09,TX1139,Security Firewall Shield,13462.94,7592.63
2024-02-09,TX1140,Managed Database Storage,2972.73,2035.08
2024-02-10,TX1141,Elastic VPS Compute Instance,1287.85,882.26
2024-02-10,TX1142,Support Premium SLA,2348.57,1514.75
2024-02-10,TX1143,Elastic VPS Compute Instance,1368.65,822.36
2024-02-10,TX1143,Managed Database Storage,1018.36,613.44
2024-02-10,TX1144,CRM Enterprise Suite,6838.11,4505.59
2024-02-10,TX1144,Support Premium SLA,2070.19,1417.18
2024-02-10,TX1145,AI Marketing Agent,3484.23,2379.95
2024-02-11,TX1146,Serverless GPU Cluster,6242.78,4163.82
2024-02-11,TX1146,Security Firewall Shield,2964.1,1915.71
2024-02-11,TX1147,Managed Database Storage,857.61,482.51
2024-02-11,TX1148,CRM Enterprise Suite,4833.92,2775.85
2024-02-11,TX1148,Support Premium SLA,1598.61,1094.7
2024-02-12,TX1149,Security Firewall Shield,5348.42,3428.15
2024-02-12,TX1150,BI Analytics Platform,6652.8,3668.22
2024-02-13,TX1151,AI Marketing Agent,1854.8,1048.37
2024-02-13,TX1152,CRM Enterprise Suite,3409.49,2214.55
2024-02-13,TX1152,Support Premium SLA,1107.26,609.83
2024-02-13,TX1153,Security Firewall Shield,2213.95,1271.08
2024-02-13,TX1154,CRM Enterprise Suite,3375.06,2134.08
2024-02-13,TX1154,Support Premium SLA,1170.32,765.14
2024-02-13,TX1155,CRM Enterprise Suite,3332.04,2158.48
2024-02-13,TX1155,Support Premium SLA,1107.16,646.18
2024-02-14,TX1156,Serverless GPU Cluster,3611.2,2371.93
2024-02-14,TX1156,Security Firewall Shield,2076.31,1215.86
2024-02-14,TX1157,Elastic VPS Compute Instance,700.54,419.49
2024-02-14,TX1157,Managed Database Storage,515.96,341.55
2024-02-14,TX1158,Consulting Implementation Package,5502.13,3562.33
2024-02-14,TX1159,Managed Database Storage,467.09,316.4
2024-02-14,TX1160,Consulting Implementation Package,5166.2,3351.01
2024-02-15,TX1161,BI Analytics Platform,11794.65,7492.51
2024-02-15,TX1162,Support Premium SLA,4431.53,2499.61
2024-02-16,TX1163,Managed Database Storage,1855.33,1122.77
2024-02-16,TX1164,Elastic VPS Compute Instance,2618.84,1544.54
2024-02-16,TX1164,Managed Database Storage,2002.01,1174.38
2024-02-16,TX1165,BI Analytics Platform,9477.31,6595.75
2024-02-17,TX1166,AI Marketing Agent,1880.49,1145.15
2024-02-17,TX1167,Managed Database Storage,644.47,440.69
2024-02-17,TX1168,CRM Enterprise Suite,4101.75,2644.28
2024-02-17,TX1169,CRM Enterprise Suite,4134.59,2766.96
2024-02-17,TX1169,Support Premium SLA,1431.89,895.5
2024-02-17,TX1170,CRM Enterprise Suite,3900.46,2482.78
2024-02-18,TX1171,Support Premium SLA,914.56,570.57
2024-02-18,TX1172,Consulting Implementation Package,4646.23,2691.5
2024-02-18,TX1173,CRM Enterprise Suite,2625.52,1728.56
2024-02-18,TX1173,Support Premium SLA,846.34,501.13
2024-02-18,TX1174,CRM Enterprise Suite,2699.93,1494.81
2024-02-18,TX1174,Support Premium SLA,1008.21,652.13
2024-02-19,TX1175,Elastic VPS Compute Instance,1414.43,815.51
2024-02-19,TX1175,Managed Database Storage,1155.68,798.65
2024-02-19,TX1176,Consulting Implementation Package,12637.35,8758.81
2024-02-20,TX1177,Elastic VPS Compute Instance,1073.03,737.42
2024-02-20,TX1177,Managed Database Storage,843.76,510.92
2024-02-20,TX1178,Security Firewall Shield,3094.67,1709.24
2024-02-20,TX1179,Serverless GPU Cluster,7001.58,4825.82
2024-02-20,TX1180,CRM Enterprise Suite,5658.76,3475.77
2024-02-20,TX1180,Support Premium SLA,1711.78,1189.68
2024-02-21,TX1181,AI Marketing Agent,4254.12,2954.67
2024-02-21,TX1182,Managed Database Storage,1332.34,903.26
2024-02-21,TX1183,BI Analytics Platform,6686.91,3973.14
2024-02-21,TX1184,Support Premium SLA,2807.2,1706.12
2024-02-21,TX1185,Support Premium SLA,3008.75,2038.94
2024-02-22,TX1186,Support Premium SLA,2604.11,1556.06
2024-02-22,TX1187,CRM Enterprise Suite,7474.34,4300.91
2024-02-22,TX1187,Support Premium SLA,2678.93,1697.16
2024-02-22,TX1188,Security Firewall Shield,4581.51,3163.18
2024-02-23,TX1189,Security Firewall Shield,4520.6,2958.3
2024-02-23,TX1190,BI Analytics Platform,6442.82,4094.47
2024-02-23,TX1191,AI Marketing Agent,4088.12,2308.06
2024-02-24,TX1192,Serverless GPU Cluster,13660.26,8773.32
2024-02-24,TX1193,Managed Database Storage,1569.25,1096.13
2024-02-25,TX1194,AI Marketing Agent,3657.3,2088.36
2024-02-25,TX1195,Support Premium SLA,2157.33,1354.26
2024-02-25,TX1196,BI Analytics Platform,5583.45,3805.71
2024-02-25,TX1196,AI Marketing Agent,3210.19,2122.31
2024-02-25,TX1197,Elastic VPS Compute Instance,1366.75,894.61
2024-02-25,TX1198,Managed Database Storage,1092.19,715.79
2024-02-26,TX1199,AI Marketing Agent,4115.51,2485.45
2024-02-26,TX1200,AI Marketing Agent,4007.77,2380.77
2024-02-26,TX1201,AI Marketing Agent,3989.59,2678.63
2024-02-26,TX1202,AI Marketing Agent,3930.9,2639.67
2024-02-27,TX1203,Consulting Implementation Package,3115.18,2118.51
2024-02-27,TX1204,BI Analytics Platform,1386.11,952.24
2024-02-27,TX1205,CRM Enterprise Suite,1745.5,1093.91
2024-02-27,TX1205,Support Premium SLA,607.36,379.74
2024-02-27,TX1205,Consulting Implementation Package,3133.29,2098.5
2024-02-27,TX1206,Elastic VPS Compute Instance,387.3,250.77
2024-02-27,TX1206,Managed Database Storage,285.75,187.25
2024-02-27,TX1207,CRM Enterprise Suite,1707.14,1142.71
2024-02-27,TX1207,Support Premium SLA,550.9,376.54
2024-02-27,TX1207,Consulting Implementation Package,2940.2,1766.18
2024-02-28,TX1208,CRM Enterprise Suite,3858.01,2339.26
2024-02-28,TX1209,Support Premium SLA,1112.88,627.77
2024-02-28,TX1210,Serverless GPU Cluster,4271.32,2719.73
2024-02-28,TX1211,Consulting Implementation Package,5419.86,3010.14
2024-02-29,TX1212,CRM Enterprise Suite,3511.27,2176.42
2024-02-29,TX1213,Consulting Implementation Package,5780.93,3650.06
2024-02-29,TX1214,Managed Database Storage,523.84,310.63
2024-02-29,TX1215,Serverless GPU Cluster,4495.66,2871.04
2024-02-29,TX1215,Security Firewall Shield,2377.3,1318.39
2024-03-01,TX1216,Support Premium SLA,2052.44,1140.34
2024-03-01,TX1217,Security Firewall Shield,4152.02,2795.93
2024-03-01,TX1218,Support Premium SLA,2164.11,1307.18
2024-03-01,TX1219,AI Marketing Agent,3020.67,1718.94
2024-03-01,TX1220,AI Marketing Agent,2824.05,1774.45
2024-03-02,TX1221,AI Marketing Agent,9183.85,6111.84
2024-03-02,TX1222,Support Premium SLA,5921.84,3448.72
2024-03-03,TX1223,Elastic VPS Compute Instance,2242.36,1442.81
2024-03-03,TX1224,BI Analytics Platform,9409.61,5295.75
2024-03-03,TX1224,AI Marketing Agent,5580.49,3112.53
2024-03-04,TX1225,CRM Enterprise Suite,1433.6,902.74
2024-03-04,TX1225,Support Premium SLA,558.89,352.71
2024-03-04,TX1225,Consulting Implementation Package,2592.8,1673.95
2024-03-04,TX1226,AI Marketing Agent,835.96,550.83
2024-03-04,TX1227,Serverless GPU Cluster,2090.7,1455.92
2024-03-04,TX1227,Security Firewall Shield,1004.43,630.22
2024-03-04,TX1228,Serverless GPU Cluster,1741.89,1042.42
2024-03-04,TX1228,Security Firewall Shield,950.63,636.24
2024-03-04,TX1229,Support Premium SLA,479.23,283.05
2024-03-05,TX1230,Support Premium SLA,1726.81,1063.45
2024-03-05,TX1231,BI Analytics Platform,3549.79,1994.16
2024-03-05,TX1231,AI Marketing Agent,2222.12,1230.62
2024-03-05,TX1232,Serverless GPU Cluster,5693.52,3953.56
2024-03-05,TX1232,Security Firewall Shield,3032.79,2048.34
2024-03-06,TX1233,Serverless GPU Cluster,4013.77,2626.6
2024-03-06,TX1233,Security Firewall Shield,1719.89,1051.44
2024-03-06,TX1234,Managed Database Storage,445.59,256.66
2024-03-06,TX1235,Security Firewall Shield,1746.72,1001.68
2024-03-06,TX1236,Serverless GPU Cluster,3544.1,2082.29
2024-03-06,TX1236,Security Firewall Shield,1702.22,1076.46
2024-03-07,TX1237,Managed Database Storage,641.62,421.67
2024-03-07,TX1238,BI Analytics Platform,3333.65,2163.64
2024-03-07,TX1238,AI Marketing Agent,2022.36,1197.22
2024-03-07,TX1239,CRM Enterprise Suite,4082.64,2830.21
2024-03-08,TX1240,AI Marketing Agent,1553.94,1026.66
2024-03-08,TX1241,Security Firewall Shield,1765.48,1117.82
2024-03-08,TX1242,Serverless GPU Cluster,3930.33,2522.32
2024-03-08,TX1243,AI Marketing Agent,1637.92,1003.95
2024-03-08,TX1244,BI Analytics Platform,2289.44,1344.27
2024-03-08,TX1244,AI Marketing Agent,1526.78,921.25
2024-03-09,TX1245,CRM Enterprise Suite,3995.72,2651.87
2024-03-09,TX1245,Support Premium SLA,1378.67,761.25
2024-03-09,TX1246,BI Analytics Platform,3176.9,1802.61
2024-03-09,TX1247,Elastic VPS Compute Instance,721.82,401.98
2024-03-09,TX1247,Managed Database Storage,520.07,289.22
2024-03-09,TX1248,Security Firewall Shield,2433.96,1651.0
2024-03-09,TX1249,Managed Database Storage,529.34,347.01
2024-03-10,TX1250,Serverless GPU Cluster,5089.77,3161.39
2024-03-10,TX1250,Security Firewall Shield,2945.79,1663.41
2024-03-10,TX1251,Managed Database Storage,698.66,435.78
2024-03-10,TX1252,Consulting Implementation Package,7494.46,4654.22
2024-03-10,TX1253,Managed Database Storage,616.75,355.24
2024-03-11,TX1254,Consulting Implementation Package,11151.86,6859.26
2024-03-11,TX1255,Support Premium SLA,2122.83,1294.45
2024-03-11,TX1256,AI Marketing Agent,3586.17,2303.67
2024-03-12,TX1257,Security Firewall Shield,2981.02,1923.55
2024-03-12,TX1258,Consulting Implementation Package,7251.85,4037.8
2024-03-12,TX1259,Serverless GPU Cluster,5901.69,3577.56
2024-03-12,TX1260,Security Firewall Shield,3116.41,2006.59
2024-03-13,TX1261,Serverless GPU Cluster,5877.17,3676.0
2024-03-13,TX1262,Consulting Implementation Package,7987.67,5419.42
2024-03-14,TX1263,AI Marketing Agent,3877.41,2515.68
2024-03-14,TX1264,BI Analytics Platform,6408.11,3681.08
2024-03-14,TX1264,AI Marketing Agent,3648.98,2045.56
2024-03-15,TX1265,Serverless GPU Cluster,2595.5,1677.63
2024-03-15,TX1265,Security Firewall Shield,1363.04,755.09
2024-03-15,TX1266,CRM Enterprise Suite,2056.02,1311.47
2024-03-15,TX1266,Support Premium SLA,689.49,476.46
2024-03-15,TX1266,Consulting Implementation Package,3087.46,1964.62
2024-03-15,TX1267,BI Analytics Platform,1472.1,895.37
2024-03-15,TX1268,Serverless GPU Cluster,2655.68,1716.88
2024-03-15,TX1269,Managed Database Storage,285.21,176.47
2024-03-16,TX1270,CRM Enterprise Suite,7693.18,4860.88
2024-03-16,TX1270,Support Premium SLA,2314.68,1599.95
2024-03-16,TX1271,Managed Database Storage,1105.46,672.03
2024-03-16,TX1272,Elastic VPS Compute Instance,1710.35,1187.29
2024-03-16,TX1272,Managed Database Storage,1219.63,836.43
2024-03-16,TX1273,Managed Database Storage,1100.98,637.87
2024-03-16,TX1274,Support Premium SLA,2372.22,1329.4
2024-03-17,TX1275,Consulting Implementation Package,5518.02,3118.33
2024-03-17,TX1276,BI Analytics Platform,2715.32,1500.85
2024-03-17,TX1276,AI Marketing Agent,1719.18,969.9
2024-03-17,TX1277,Consulting Implementation Package,5702.66,3720.71
2024-03-18,TX1278,Security Firewall Shield,3060.12,1715.74
2024-03-18,TX1279,Elastic VPS Compute Instance,1007.33,602.23
2024-03-18,TX1279,Managed Database Storage,719.24,486.73
2024-03-18,TX1280,Serverless GPU Cluster,6433.87,3561.09
2024-03-18,TX1280,Security Firewall Shield,3013.46,2025.56
2024-03-19,TX1281,Elastic VPS Compute Instance,931.94,551.97
2024-03-19,TX1281,Managed Database Storage,675.19,383.32
2024-03-19,TX1282,Managed Database Storage,608.44,398.23
2024-03-19,TX1283,Security Firewall Shield,2814.44,1813.46
2024-03-19,TX1284,Support Premium SLA,1581.87,1078.24
2024-03-19,TX1285,BI Analytics Platform,3604.97,2380.22
2024-03-19,TX1285,AI Marketing Agent,2140.21,1435.06
2024-03-20,TX1286,Elastic VPS Compute Instance,4962.85,2939.52
2024-03-20,TX1286,Managed Database Storage,4144.24,2389.63
2024-03-20,TX1287,Elastic VPS Compute Instance,5047.56,3344.47
2024-03-20,TX1287,Managed Database Storage,3754.81,2519.57
2024-03-21,TX1288,Managed Database Storage,573.78,400.83
2024-03-21,TX1289,Support Premium SLA,1255.53,768.25
2024-03-21,TX1290,Elastic VPS Compute Instance,844.91,511.85
2024-03-21,TX1290,Managed Database Storage,568.71,379.02
2024-03-21,TX1291,Serverless GPU Cluster,4794.51,2882.08
2024-03-21,TX1292,Security Firewall Shield,2531.25,1745.58
2024-03-22,TX1293,Consulting Implementation Package,11042.06,7494.93
2024-03-22,TX1294,Elastic VPS Compute Instance,1255.84,771.52
2024-03-22,TX1295,Managed Database Storage,941.55,623.9
2024-03-23,TX1296,Serverless GPU Cluster,3619.93,2400.67
2024-03-23,TX1296,Security Firewall Shield,1874.96,1060.23
2024-03-23,TX1297,Security Firewall Shield,1654.05,1133.66
2024-03-23,TX1298,Managed Database Storage,437.13,273.55
2024-03-23,TX1299,Elastic VPS Compute Instance,629.24,424.09
2024-03-23,TX1299,Managed Database Storage,416.93,249.33
2024-03-23,TX1300,Consulting Implementation Package,4627.67,3166.85
2024-03-24,TX1301,Managed Database Storage,662.88,403.28
2024-03-24,TX1302,Consulting Implementation Package,7061.06,3895.06
2024-03-24,TX1303,Consulting Implementation Package,7057.83,4840.31
2024-03-25,TX1304,Elastic VPS Compute Instance,2609.76,1471.1
2024-03-25,TX1304,Managed Database Storage,1809.25,1081.75
2024-03-25,TX1305,AI Marketing Agent,6305.16,4366.38
2024-03-26,TX1306,CRM Enterprise Suite,6077.46,4209.19
2024-03-26,TX1306,Support Premium SLA,1824.26,1160.26
2024-03-26,TX1307,CRM Enterprise Suite,6124.48,3948.92
2024-03-26,TX1307,Support Premium SLA,1894.97,1169.7
2024-03-27,TX1308,CRM Enterprise Suite,4675.3,2777.04
2024-03-27,TX1308,Support Premium SLA,1682.06,1008.06
2024-03-27,TX1309,CRM Enterprise Suite,4678.24,3044.96
2024-03-27,TX1309,Support Premium SLA,1793.26,1188.67
2024-03-28,TX1310,Security Firewall Shield,4373.24,2924.55
2024-03-28,TX1311,Security Firewall Shield,4159.55,2780.42
2024-03-28,TX1312,Support Premium SLA,2477.65,1396.6
2024-03-29,TX1313,Security Firewall Shield,4581.83,2859.81
2024-03-29,TX1314,Support Premium SLA,2471.93,1380.9
2024-03-29,TX1315,AI Marketing Agent,3284.15,2076.99
2024-03-29,TX1316,Managed Database Storage,1100.22,677.99
2024-03-30,TX1317,Consulting Implementation Package,4438.34,3032.08
2024-03-30,TX1318,Elastic VPS Compute Instance,551.06,332.09
2024-03-30,TX1318,Managed Database Storage,387.71,220.05
2024-03-30,TX1319,BI Analytics Platform,1967.4,1124.27
2024-03-30,TX1320,Support Premium SLA,782.11,519.5
2024-03-30,TX1321,Serverless GPU Cluster,2927.06,1881.32
2024-03-30,TX1321,Security Firewall Shield,1544.78,873.06
2024-03-31,TX1322,Serverless GPU Cluster,4604.84,2590.76
2024-03-31,TX1322,Security Firewall Shield,2250.8,1474.6
